,drugstore,street,number,neighborhood,city,zip_code,latitude,longitude
714,SAN LUIS POTOSI 1,REFORMA,755,CENTRO,SAN LUIS POTOSI,78000,22.15663,-100.9791
715,SAN LUIS POTOSI 10,VENUSTIANO CARRANZA,1595,LOS ALAMOS,SAN LUIS POTOSI,78174,22.14952,-100.9991
716,SAN LUIS POTOSI 11,FRANCISCO CARRERA TORRES,278,EL SAUCITO,SAN LUIS POTOSI,78110,22.18912,-101.0017
717,SAN LUIS POTOSI 12,SALK,815,PROGRESO,SAN LUIS POTOSI,78370,22.1283,-100.9522
718,SAN LUIS POTOSI 13,MORALES SAUCITO,1104 Y1108,VALLE DEL TECNOLOGICO,SAN LUIS POTOSI,78137,22.17381,-101.014
719,SAN LUIS POTOSI 14,RUTILO TORRES,455,FRACCIONAMIENTO CENTRAL,SAN LUIS POTOSI,78399,22.14199,-100.9524
720,SAN LUIS POTOSI 15,RICARDO B. ANAYA,2737,ESTRELLA DE ORIENTE,SAN LUIS POTOSI,78396,22.1408,-100.9156
721,SAN LUIS POTOSI 16,AZUFRE,424 Y 428,VERDE CAMPESTRE,SAN LUIS POTOSI,78154,22.16077,-101.0192
722,SAN LUIS POTOSI 17,NICOLAS ZAPATA,357 Y 359,VILLAS VALLARTA,SAN LUIS POTOSI,78230,22.15409,-100.9875
723,SAN LUIS POTOSI 18,DAMIAN CARMONA,1106,SANTIAGO DEL RIO,SAN LUIS POTOSI,78049,22.16014,-100.9797
724,SAN LUIS POTOSI 19,VASCO DE QUIROGA,114-D,INDUSTRIAL AVIACION,SAN LUIS POTOSI,78140,22.1755,-100.9982
725,SAN LUIS POTOSI 2,INSURGENTES,250,ZONA CENTRO,SAN LUIS POTOSI,78000,22.15486,-100.9746
726,SAN LUIS POTOSI 21,CONSTITUCION,140,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15317,-100.9737
727,SAN LUIS POTOSI 22,IGNACIO COMONFORT,450,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.14825,-100.975
728,SAN LUIS POTOSI 23,LOS BRAVO,300,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15236,-100.9747
729,SAN LUIS POTOSI 24,ALVARO OBREGON,400,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.15268,-100.9772
730,SAN LUIS POTOSI 27,PEDRO MONTOYA,503,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,78000,22.16014,-100.9773
731,SAN LUIS POTOSI 28,CORDILLERA DE LOS HIMALAYA,724,FRACCIONAMIENTO LOMAS CUARTA SECCION,SAN LUIS POTOSI,78216,22.14272,-101.0332
732,SAN LUIS POTOSI 29,SALK,2219,PROGRESO,SAN LUIS POTOSI,78370,22.12253,-100.9465
733,SAN LUIS POTOSI 3,REFORMA,353,CENTRO,SAN LUIS POTOSI,78000,22.158,-100.9754
734,SAN LUIS POTOSI 30,SANTOS DEGOLLADO,769,JARDINES DEL ESTADIO,SAN LUIS POTOSI,78280,22.14501,-100.9901
735,SAN LUIS POTOSI 31,CONSTITUCION,2280,CONSTITUCION,SAN LUIS POTOSI,78300,22.13247,-100.965
736,SAN LUIS POTOSI 32,PROLONGACION MOCTEZUMA,2270,TERCERA GRANDE,SAN LUIS POTOSI,78143,22.183,-100.973
737,SAN LUIS POTOSI 33,FERROCARRIL,1060,INDUSTRIAL AVIACION,SAN LUIS POTOSI,78140,22.17042,-101.0014
738,SAN LUIS POTOSI 34,PEDRO MORENO,835,FRACCIONAMIENTO PEDRO MORENO,SAN LUIS POTOSI,78170,22.16674,-100.9868
739,SAN LUIS POTOSI 36,NIÑO ARTILLERO,417-A,VIVEROS,SAN LUIS POTOSI,78290,22.13924,-101.0134
740,SAN LUIS POTOSI 37,ADOLFO LOPEZ MATEOS,941,TANGAMANGA II,SAN LUIS POTOSI,78269,22.1878,-100.9908
741,SAN LUIS POTOSI 38,SALK,4121,FRACCIONAMIENTO FLORES DEL AGUAJE,SAN LUIS POTOSI,78398,22.11211,-100.9361
742,SAN LUIS POTOSI 39,CALZADA DE GUADALUPE,3735,FRACCIONAMIENTO CD. SATELITE FRANCISCOI. MADERO,SAN LUIS POTOSI,78380,22.1144,-100.9624
743,SAN LUIS POTOSI 4,RICARDO B. ANAYA,1529,PROVIDENCIA,SAN LUIS POTOSI,78390,22.14262,-100.9349
744,SAN LUIS POTOSI 40,INDUSTRIAS,3969 Y3971,FRACCIONAMIENTO INDUSTRIAS,SAN LUIS POTOSI,78395,22.12401,-100.9217
745,SAN LUIS POTOSI 41,CAPITAN CALDERA,196,FRACCIONAMIENTO VALLE DE BRAVO,SAN LUIS POTOSI,78250,22.15549,-101.0016
746,SAN LUIS POTOSI 42,PONCIANO ARRIAGA,208,ZONA CENTRO,SAN LUIS POTOSI,78000,22.15923,-100.9744
747,SAN LUIS POTOSI 43,BOLIVAR,815,ZONA CENTRO,SAN LUIS POTOSI,78000,22.14759,-100.9805
748,SAN LUIS POTOSI 44,HIMNO NACIONAL,705,JARDIN,SAN LUIS POTOSI,78270,22.14607,-101.008
749,SAN LUIS POTOSI 45,RIO ESPAÑITA,450,ESPAÑITA,SAN LUIS POTOSI,78378,22.13645,-100.9507
750,SAN LUIS POTOSI 46,SAN ANGEL,195,SAN ANGEL,SAN LUIS POTOSI,78120,22.1859,-101.0034
751,SAN LUIS POTOSI 47,CORDILLERA DE LOS HIMALAYA,205,LOMAS 3A SECC,SAN LUIS POTOSI,78216,22.13837,-101.0267
752,SAN LUIS POTOSI 48,DE LA PAZ,205,TLAXCALA,SAN LUIS POTOSI,78038,22.16792,-100.978
753,SAN LUIS POTOSI 49,PUERTO DE MAZATLAN,755,EL AGUAJE,SAN LUIS POTOSI,78398,22.10896,-100.9425
754,SAN LUIS POTOSI 5,DE LOS PINOS,1240,UNIDAD HABITACIONAL AZALEAS,SOLEDAD DE GRACIANO SANCHEZ,78436,22.16069,-100.9511
755,SAN LUIS POTOSI 50,FRANCISCO MARTINEZDE LA VEGA,700,FRACCIONAMIENTO INDUSTRIAS,SAN LUIS POTOSI,78395,22.12425,-100.9279
756,SAN LUIS POTOSI 6,DE GUADALUPE,2545,FRACCIONAMIENTO SANTUARIO,SAN LUIS POTOSI,78380,22.12333,-100.9658
757,SAN LUIS POTOSI 7,MUÑOZ,315,DEL RIO,SAN LUIS POTOSI,78175,22.16237,-101.0007
758,SAN LUIS POTOSI 9,DALIAS,600,JARDINES DEL SUR,SAN LUIS POTOSI,78399,22.1295,-100.9324
759,SAN MARCOS GUERRERO,MIGUEL HIDALGO,74,SAN MARCOS,SAN MARCOS,39960,16.79406,-99.38984
760,SAN MARCOS GUERRERO 2,MATAMOROS,S/N,CENTRO,SAN MARCOS,39960,16.79772,-99.38984
761,SAN MARCOS GUERRERO 3,LAS PALMAS,S/N,EMILIANO ZAPATA,SAN MARCOS,39960,16.79303,-99.38828
762,SAN VICENTE CHICOLOAPAN,JUAREZ,26,SAN VICENTE CHICOLOAPAN DE JUAREZ CENTRO,CHICOLOAPAN DE JUAREZ,56370,19.41518,-98.90201
763,SANTA CRUZ,SANTA CRUZ,39,SAN SIMON TICUMAC,CIUDAD DE MEXICO,03660,19.37135,-99.14311
764,SANTA FE,VASCO DE QUIROGA,3900,SANTA FE CUAJIMALPA,CIUDAD DE MEXICO,05348,19.36102,-99.27922
765,SANTA MARTHA 3,IGNACIO ZARAGOZA,3254,SANTA MARTHA ACATITLA NORTE,CIUDAD DE MEXICO,09140,19.36666,-99.00496
766,SATELITE 2,CIRUJANO,16,CIUDAD SATELITE,NAUCALPAN,53100,19.51247,-99.23074
767,SAYULA,INDEPENDENCIA,7,SAYULA CENTRO,SAYULA,49300,19.88474,-103.6005
768,SIMILANDIA CENTRO,5 DE MAYO,59,CENTRO (AREA 1),CIUDAD DE MEXICO,06000,19.43398,-99.13466
769,SIMILANDIA COSMOPOL,JOSE LOPEZ PORTILLO,1,BOSQUES DEL VALLE,COACALCO DE BERRIOZABAL,55717,19.63244,-99.12386
770,SIMILANDIA EL ROSARIO,EL ROSARIO,1025,EL ROSARIO,CIUDAD DE MEXICO,02100,19.50323,-99.20303
771,SIMILANDIA GRAN SUR,ANILLO PERIFERICO BOULEVARDADOLFO RUIZ CORTINEZ,5550,PEDREGAL DE CARRASCO,CIUDAD DE MEXICO,04700,19.30513,-99.16644
772,SOLEDAD DE DOBLADO,MARIANO ABASOLO,101,CENTRO,SOLEDAD DE DOBLADO,94240,19.04699,-96.42262
773,SOLEDAD DE DOBLADO 2,2 DE ABRIL,S/N,SONORA,SOLEDAD DE DOBLADO,94244,19.05031,-96.42464
774,SOLEDAD DE GRACIANO SANCHEZ 1,MIGUEL HIDALGO,307,SOLEDAD DE GRACIANO SANCHEZ CENTRO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.18625,-100.9404
775,SOLEDAD DE GRACIANO SANCHEZ 10,LOS PINOS,390,FRACCIONAMIENTO BUGAMBILIAS,SOLEDAD DE GRACIANO SANCHEZ,78436,22.15455,-100.9502
776,SOLEDAD DE GRACIANO SANCHEZ 11,VALENTIN AMADOR,655,SAN FRANCISCO,SOLEDAD DE GRACIANO SANCHEZ,78435,22.16339,-100.9451
777,SOLEDAD DE GRACIANO SANCHEZ 12,CORDILLERA ORIENTAL,321 L-9M-23,LA SIERRA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.14492,-100.91
778,SOLEDAD DE GRACIANO SANCHEZ 13,DE LAS HACIENDAS,356,FRACCIONAMIENTO PRIVADAS DE LA HACIENDA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15954,-100.9072
779,SOLEDAD DE GRACIANO SANCHEZ 14,ANTIGUO CAMINO A RIO VERDE,325-A,SAN RAFAEL,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15164,-100.9098
780,SOLEDAD DE GRACIANO SANCHEZ 2,CACTUS,1644,QUINTAS DE LA HACIENDA,SOLEDAD DE GRACIANO SANCHEZ,78438,22.15139,-100.8994
781,SOLEDAD DE GRACIANO SANCHEZ 3,JOSE RICARDO GALLARDO CARDONA,671-C,PROVIDENCIA,SOLEDAD DE GRACIANO SANCHEZ,78434,22.16813,-100.9429
782,SOLEDAD DE GRACIANO SANCHEZ 4,SAN PEDRO,1926,SAN ISIDRO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.17064,-100.9228
783,SOLEDAD DE GRACIANO SANCHEZ 5,ANTONINO NIETO,1100-A,VILLA DE LA LIBERTAD,SOLEDAD DE GRACIANO SANCHEZ,78438,22.1404,-100.9032
784,SOLEDAD DE GRACIANO SANCHEZ 6,AND. DEL CANTIL,4308,RANCHO PAVON,SOLEDAD DE GRACIANO SANCHEZ,78434,22.17799,-100.9544
785,SOLEDAD DE GRACIANO SANCHEZ 7,CORREGIDORA,607,SOLEDAD,SOLEDAD DE GRACIANO SANCHEZ,78430,22.19386,-100.9366
786,SOLEDAD DE GRACIANO SANCHEZ 8,IGNACIO ZARAGOZA,312,QUINTAS DE LA HACIENDA II,SOLEDAD DE GRACIANO SANCHEZ,78438,22.14631,-100.8959
787,SOLEDAD DE GRACIANO SANCHEZ 9,NEGRETE,208,SAN GERARDO,SOLEDAD DE GRACIANO SANCHEZ,78430,22.18469,-100.936
788,SUCURSAL SIMIEVENTOS,ALEMANIA,10,COL INDEPENDENCIA,CIUDAD DE MEXICO,03630,0.0,0.0
789,"TACAMBARO 1, MCH",REVOLUCION,86,TACAMBARO DE CODALLOS CENTRO,TACAMBARO,61650,19.23538,-101.4572
790,"TACAMBARO 2, MCH",PORTAL DR. MIGUEL SILVA,6,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23533,-101.4585
791,"TACAMBARO 3, MCH",MADERO ORIENTE,263,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.2366,-101.456
792,"TACAMBARO 4, MCH",IGNACIO ZARAGOZA,280,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23532,-101.4618
793,TACUBA 1,AZCAPOTZALCO,34,TACUBA,CIUDAD DE MEXICO,11400,19.46042,-99.18871
794,TACUBA 3,GOLFO DE CALIFORNIA,6,TACUBA,CIUDAD DE MEXICO,11410,19.45818,-99.18406
795,TACUBAYA,MARTI,6,ESCANDON,CIUDAD DE MEXICO,11800,19.40277,-99.18649
796,TACUBAYA 2,RUFINA,3,TACUBAYA,CIUDAD DE MEXICO,11870,19.40207,-99.18797
797,TAJIN,TAJIN,100,NARVARTE,CIUDAD DE MEXICO,03020,19.39803,-99.15276
798,TALA 1,INDEPENDENCIA,45,CENTRO,TALA,45300,20.65077,-103.7
799,TALA 2,JOSE MA. MERCADO,7,TALA CENTRO,TALA,45300,20.64899,-103.702
800,TALA 3,VICENTE GUERRERO,285,LA HIGUERA,TALA,45302,20.66001,-103.701
801,TAMAZUNCHALE 1,20 DE NOVIEMBRE,S/N,CENTRO,TAMAZUNCHALE,79960,21.26303,-98.79266
802,TAMAZUNCHALE 2,HIDALGO,99,TAMAZUNCHALE CENTRO,TAMAZUNCHALE,79960,21.25975,-98.78809
803,TAMAZUNCHALE 3,JUAREZ,49,XEW,TAMAZUNCHALE,79960,21.24693,-98.77847
804,TAMAZUNCHALE 4,HIDALGO,42,BARRIO SAN JUAN ZONA CENTRO,TAMAZUNCHALE,79960,21.26109,-98.79016
805,TAMAZUNCHALE 5,BENITO JUAREZ,.,BARRIO SAN JOSE,TAMAZUNCHALE,79960,21.2547,-98.78555
806,TAMPICO 1,ADUANA NORTE,102,ZONA CENTRO,TAMPICO,89000,22.21553,-97.85511
807,TAMPICO 14,HIDALGO,14-B,PETROLERA,TAMPICO,89110,22.25859,-97.87609
808,TAMPICO 18,UGANDA,223,SOLIDARIDAD VOLUNTAD Y TRABAJO,TAMPICO,89317,22.32084,-97.86068
809,TAMPICO 2,HIDALGO,1005,NUEVO PROGRESO,TAMPICO,89318,22.30822,-97.88104
810,TAMPICO 20,MONTERREY,"409, 411,413",ENRIQUE CARDENAS GONZALEZ,TAMPICO,89309,22.29896,-97.85512
811,TAMPICO 4,HIDALGO,409,EL PUEBLO,TAMPICO,89190,22.22401,-97.8636
812,TAMPICO 7,PENSAMIENTO LIBERAL,407,FRENTE DEMOCRATICO,TAMPICO,89160,22.24533,-97.85542
813,TAMPICO 9,SAN PEDRO,513 PTE,LAS VIOLETAS,TAMPICO,89320,22.2874,-97.88172
814,"TAMUIN 1, S.L.P.",PEDRO ANTONIO SANTOS,331,CENTRO,TAMUIN,79200,22.00309,-98.77679
815,"TAMUIN 2, S.L.P.",PEDRO ANTONIO SANTOS,108,TAMUIN CENTRO,TAMUIN,79200,22.00358,-98.77525
816,TANQUIAN DE ESCOBEDO SLP,VICENTE GUERRERO,10,CENTRO,TANQUIAN DE ESCOBEDO,79840,21.59955,-98.6629
817,TAPACHULA 1,3A PONIENTE,4,ZONA CENTRO,TAPACHULA,30700,14.90874,-92.2626
818,TAPACHULA 10,CENTRAL NORTE,2,CENTRO,TAPACHULA,30700,14.90663,-92.26347
819,TAPACHULA 11,28 OTE.,MZ 15 LT 3,LOS LAURELES,TAPACHULA,30780,14.88642,-92.2549
820,TAPACHULA 12,VERACRUZ,28,FRACCIONAMIENTO GUADALUPE,TAPACHULA,30770,14.8999,-92.2497
821,TAPACHULA 13,5A CALLE PONIENTE,45,CENTRO,TAPACHULA,30700,14.91193,-92.26641
822,TAPACHULA 14,17A CALLE ORIENTE,S/N,CENTRO TAPACHULA,TAPACHULA,30700,14.9124,-92.25518
823,TAPACHULA 15,4A. AVENIDA SUR PROLONGACION,175,FRACCIONAMIENTO CANTARRANAS,TAPACHULA,30797,14.89226,-92.27525
824,TAPACHULA 16,6A AV. NORTE,2,CENTRO,TAPACHULA,30700,14.90814,-92.26588
825,TAPACHULA 17,CENTRAL NORTE,83,CENTRO,TAPACHULA,30700,14.91128,-92.26064
826,TAPACHULA 18,16A AVENIDA SUR,9,SAN CARALAMPIO,TAPACHULA,30760,14.9093,-92.26972
827,TAPACHULA 2,3A. CALLE PONIENTE,40,CENTRO,TAPACHULA,30700,14.91048,-92.26545
828,TAPACHULA 3,14A. PRIVADA NORTE,5 Y 6,INSURGENTES,TAPACHULA,30700,14.91736,-92.26663
829,TAPACHULA 4,8A. AVENIDA NORTE,38 C,CENTRO,TAPACHULA,30700,14.91186,-92.26435
830,TAPACHULA 5,7A. PONIENTE,35,TAPACHULA CENTRO,TAPACHULA,30700,14.91176,-92.26485
831,TAPACHULA 8,SANTA OFELIA,MZ 1,LOS CAFETALES,TAPACHULA,30820,14.86985,-92.30379
832,TAPACHULA 9,CENTRAL SUR,129,TAPACHULA CENTRO,TAPACHULA,30700,14.89937,-92.26783
833,TAXCO 1,MIGUEL HIDALGO,11,CENTRO,TAXCO DE ALARCON,40200,18.55502,-99.60562
834,TAXCO 2,DE LOS PLATEROS,138,LA MISION,TAXCO DE ALARCON,40230,18.56048,-99.60113
835,TAXCO 3,PAJARITOS,4,TAXCO DE ALARCON CENTRO,TAXCO DE ALARCON,40200,18.5559,-99.60376
836,TAXCO 4,DE LOS PLATEROS,322,CENTRO,TAXCO DE ALARCON,40200,18.55443,-99.60232
837,TAXCO 5,DE LOS PLATEROS,271,CENTRO,TAXCO DE ALARCON,40200,18.55366,-99.60649
838,TAXCO 6,DE LOS PLATEROS,290-B,LA MORA,TAXCO DE ALARCON,40260,18.55632,-99.60172
839,TAXCO 7,MANZANA RUBI,LOTE 9,MONTAÑA DE PLATA,TAXCO DE ALARCON,40274,18.55067,-99.61913
840,"TECOLOTLAN, JAL",12 DE DICIEMBRE,17,LA VIRGENCITA,TECOLOTLAN,48540,20.19126,-104.0384
841,TENAYUCA,CUAUHTEMOC,41,TENAYUCA,TLALNEPANTLA DE BAZ,54150,19.53093,-99.16954
842,TEPALCATEPEC 2,IGNACIO ALTAMIRANO,S/N,CENTRO,TEPALCATEPEC,60540,19.19005,-102.8455
843,TEPEPAN 1,PASEO DE LA VIRGEN,7,SANTA MARIA TEPEPAN,CIUDAD DE MEXICO,16020,19.28053,-99.13788
844,TEPEPAN 2,ALDAMA,339,PUEBLO DE SANTA MARIA TEPEPAN,CIUDAD DE MEXICO,16020,19.2763,-99.13301
845,TEQUESQUINAHUAC,GUSTAVO BAZ,9,TEQUESQUINAHUAC,TLALNEPANTLA DE BAZ,54020,19.55898,-99.20363
846,TERMINAL TAPO,IGNACIO ZARAGOZA,200,7 DE JULIO,CIUDAD DE MEXICO,15390,19.4302,-99.11332
847,"TEXISTEPEC, VER",PLAZA ZARAGOZA,80 ALTOS,CENTRO,TEXISTEPEC,96180,17.89397,-94.81764
848,TEZONAPA,DE LOS PINOS,8,CENTRO,TEZONAPA,95096,18.60351,-96.68535
849,TEZONAPA 2,EMILIANO ZAPATA,35-A,CENTRO,TEZONAPA,95095,18.60279,-96.6878
850,TICOMAN,TICOMAN,1264,FRACC. BARRIO LA PURISIMA,CIUDAD DE MEXICO,07320,19.51639,-99.13496
851,TIERRA BLANCA 1,INDEPENDENCIA,500,TIERRA BLANCA,TIERRA BLANCA,95100,18.44595,-96.35933
852,TIERRA BLANCA 2,SERDAN,311,CENTRO,TIERRA BLANCA,95100,18.44844,-96.35973
853,TIERRA BLANCA 3,AQUILES SERDAN,1203,LOMA DEL JAZMIN,TIERRA BLANCA,95150,18.45088,-96.35367
854,TIERRA BLANCA 4,MIGUEL ALEMAN,L1 MZ52 Z5,PEMEX,TIERRA BLANCA,95180,18.44149,-96.34675
855,"TIQUICHEO DE NICOLAS ROMERO, MICHOACAN",INDEPENDENCIA,38,CENTRO,TIQUICHEO DE NICOLAS ROMERO,61370,18.90196,-100.7377
856,TLACAMACA,PONIENTE 112,312,TLACAMACA,CIUDAD DE MEXICO,07380,19.47619,-99.13746
857,TLAHUAC 1,TLAHUAC,1528,AÑO DE JUAREZ,CIUDAD DE MEXICO,09780,19.31745,-99.0741
858,TLAHUAC 2,GITANA,MZ 12,LA TURBA,CIUDAD DE MEXICO,13250,19.29536,-99.05743
859,TLAHUAC 3,CHALCO - MIXQUIC,301,SAN ANDRES MIXQUIC,CIUDAD DE MEXICO,13600,19.22531,-98.95804
860,TLALNEMEX,ATLACOMULCO,52,TLALNEMEX,TLALNEPANTLA DE BAZ,54070,19.531,-99.20128
861,TLALPAN 1,DE TLALPAN,2552,EMILIANO ZAPATA,CIUDAD DE MEXICO,04810,19.32761,-99.13909
862,TLALPAN 2,DE TLALPAN,5035,LA JOYA,CIUDAD DE MEXICO,14090,19.28085,-99.16592
863,TLALPAN 3,DE TLALPAN,4456,TORIELLO GUERRA,CIUDAD DE MEXICO,14050,19.29559,-99.15453
864,TLALPAN 4,DE TLALPAN,754,IZTACCIHUATL,CIUDAD DE MEXICO,03520,19.39142,-99.13816
865,TLALPAN 5,TLALPAN,1265,SAN SIMON TICUMAC,CIUDAD DE MEXICO,03660,19.37108,-99.14164
866,TLALPAN 6,INSURGENTES SUR,4087 FRACCNORTE,PUEBLO SANTA URSULA XITLA,CIUDAD DE MEXICO,14420,19.28498,-99.17586
867,TLALPAN 7,CAFETALES,191,GRANJAS COAPA,CIUDAD DE MEXICO,14330,19.29521,-99.11479
868,TLALPAN 8,DE TLALPAN,1529,PORTALES,CIUDAD DE MEXICO,03300,19.36211,-99.14313
869,TONALA,INDEPENDENCIA,S/N,CENTRO,TONALA,30500,16.08926,-93.75175
870,TONALA 2,HIDALGO,S/N,TONALA CENTRO,TONALA,30500,16.09134,-93.75249
871,TONALA 3,16 DE SEPTIEMBRE,S/N,CENTRO,TONALA,30500,16.08832,-93.75417
872,TONALA 4,TONALA,305,TEJERIA,TONALA,30500,16.09829,-93.76783
873,TONALA 5,FRANCISCO JAVIER MINA,17-B,BARRIO LAS FLORES,TONALA,30500,16.0889,-93.74519
874,TOREO,RODOLFO GAONA,6 LOC 1-2,LOMAS DE SOTELO,NAUCALPAN DE JUAREZ,53390,19.45305,-99.21827
875,"TOTUTLA, VER.",MIGUEL ALEMAN,83,TOTUTLA,TOTUTLA,94050,19.21271,-96.96294
876,TULTITLAN 1,LA PERLA,S/N,EL TESORO,TULTITLAN,54957,19.59697,-99.16658
877,TULTITLAN 5,VIA JOSE LOPEZ PORTILLO,S/N,EJIDO DE BUENAVISTA,TULTITLAN DE MARIANO ESCOBEDO,54955,19.62177,-99.16349
878,TULTITLAN 7,SAN ANTONIO,154,CONCEPCION,TULTITLAN DE MARIANO ESCOBEDO,54900,19.64344,-99.18401
879,TUXTLA GUTIERREZ 1,5A AVENIDA SUR PONIENTE,120,ZONA CENTRO,TUXTLA GUTIERREZ,29000,16.74952,-93.11717
880,TUXTLA GUTIERREZ 10,9A. AV. SUR PONIENTE,241,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.74624,-93.1188
