,drugstore,street,number,neighborhood,city,zip_code,latitude,longitude
881,TUXTLA GUTIERREZ 11,9A. AV. SUR ORIENTE,1991,MEXICANIDAD CHIAPANECA,TUXTLA GUTIERREZ,29070,16.74271,-93.10171
882,TUXTLA GUTIERREZ 13,ANGEL ALBINO CORZO,138,CASTILLO TIELMANS,TUXTLA GUTIERREZ,29070,16.74707,-93.0822
883,TUXTLA GUTIERREZ 14,5 AVENIDA NORTE,585,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.75809,-93.11629
884,TUXTLA GUTIERREZ 15,BAJA CALIFORNIA,MZ 7 LT 16,PLAN DE AYALA,TUXTLA GUTIERREZ,29110,16.76418,-93.18426
885,TUXTLA GUTIERREZ 16,20 DE NOVIEMBRE,755,ALBANIA ALTA,TUXTLA GUTIERREZ,29010,16.77646,-93.10829
886,TUXTLA GUTIERREZ 17,SUR PONIENTE,113,ISSSTE,TUXTLA GUTIERREZ,29060,16.74992,-93.13032
887,TUXTLA GUTIERREZ 18,CENTRAL PONIENTE,875,EL CERRITO,TUXTLA GUTIERREZ,29066,16.75461,-93.12286
888,TUXTLA GUTIERREZ 19,6TA. AVENIDA SUR,344,BARRIO EL CALVARIO,TUXTLA GUTIERREZ,29066,16.74891,-93.11887
889,TUXTLA GUTIERREZ 2,CENTRAL PTE.,261,CENTRO,TUXTLA GUTIERREZ,29000,16.75394,-93.11765
890,TUXTLA GUTIERREZ 22,4A CA ORIENTE SUR,1333,OBRERA,TUXTLA GUTIERREZ,29080,16.74309,-93.11395
891,TUXTLA GUTIERREZ 23,5A AVENIDA SUR ORIENTE,613,AMPLIACION TERAN,TUXTLA GUTIERREZ,29059,16.74844,-93.16071
892,TUXTLA GUTIERREZ 24,CAMINERA,S/N,SAN JUAN SABINITO,TUXTLA GUTIERREZ,29090,16.73565,-93.10465
893,TUXTLA GUTIERREZ 25,CENTRAL PONIENTE,133,COPOYA,TUXTLA GUTIERREZ,29100,16.71374,-93.11898
894,TUXTLA GUTIERREZ 26,9A AVENIDA NORTE,703,BARRIO COLON,TUXTLA GUTIERREZ,29037,16.76257,-93.12006
895,TUXTLA GUTIERREZ 27,CENTRAL ORIENTE,1324,BARRIO ZOCOTUMBAK,TUXTLA GUTIERREZ,29073,16.75192,-93.10606
896,TUXTLA GUTIERREZ 28,LIBRAMIENTO SUR ORIENTE,S/N,COLONIAL,TUXTLA GUTIERREZ,29098,16.73254,-93.09573
897,TUXTLA GUTIERREZ 29,CENTRAL SUR,168,BARRIO EL CALVARIO,TUXTLA GUTIERREZ,29066,16.753,-93.11636
898,TUXTLA GUTIERREZ 3,3RA. AV. SUR ORIENTE,326,CENTRO,TUXTLA GUTIERREZ,29000,16.75074,-93.11482
899,TUXTLA GUTIERREZ 4,CENTRAL ORIENTE,443,CENTRO,TUXTLA GUTIERREZ,29000,16.75323,-93.11329
900,TUXTLA GUTIERREZ 6,4A SUR OTE.,212,BARRIO SAN ROQUE,TUXTLA GUTIERREZ,29000,16.75004,-93.11584
901,TUXTLA GUTIERREZ 7,5A. NORTE PONIENTE,1103,TUXTLA GUTIERREZ CENTRO,TUXTLA GUTIERREZ,29000,16.75958,-93.12402
902,TUXTLA GUTIERREZ 8,2A. CALLE ORIENTE SUR,125,TERAN,TUXTLA GUTIERREZ,29050,16.75217,-93.16314
903,TUXTLA GUTIERREZ 9,BELISARIO DOMINGUEZ,S/N,CENTRO,TUXTLA GUTIERREZ,29000,16.75332,-93.15038
904,UNIVERSIDAD 1,UNIVERSIDAD,1953,COPILCO UNIVERSIDAD,CIUDAD DE MEXICO,04340,19.33916,-99.18244
905,UNIVERSIDAD 2,UNIVERSIDAD,913,DEL VALLE CENTRO,CIUDAD DE MEXICO,03100,19.36974,-99.16559
906,UNIVERSIDAD 3,UNIVERSIDAD,1344,DEL CARMEN,CIUDAD DE MEXICO,04100,19.35811,-99.17216
907,UNIVERSIDAD 4,UNIVERSIDAD,1471,FLORIDA,CIUDAD DE MEXICO,01030,19.3544,-99.17535
908,URSULO GALVAN,5 DE MAYO,S/N,CENTRO,URSULO GALVAN,91662,19.40452,-96.35754
909,"URUAPAN 1, MCH",NICOLAS BRAVO,3,URUAPAN CENTRO,URUAPAN,60000,19.41863,-102.0632
910,"URUAPAN 10, MCH",QUIRINDAVARA,5,QUIRINDAVARA,URUAPAN,60190,19.37709,-102.044
911,"URUAPAN 11, MCH",LA FUENTE,69,EL COLORIN,URUAPAN,60120,19.41643,-102.0395
912,"URUAPAN 12, MCH",GRAL. LAZARO CARDENAS,1440,HUERTAS DEL CUPATITZIO,URUAPAN,60080,19.40533,-102.0546
913,"URUAPAN 13, MCH",PORTAL SANTOS DEGOLLADO,7,URUAPAN CENTRO,URUAPAN,60000,19.42068,-102.0617
914,"URUAPAN 14, MCH",LA FUENTE,2500,LA PERLA,URUAPAN,60133,19.41654,-102.0331
915,"URUAPAN 15, MCH",PAROTA,2,NATALIO VAZQUEZ PALLAREZ,URUAPAN,60154,19.40935,-102.0193
916,"URUAPAN 16, MCH",CONSTITUCION,130,SAN MIGUEL,URUAPAN,60040,19.42607,-102.0599
917,"URUAPAN 17, MCH",FRANCISCO SARABIA,1,RAMON FARIAS,URUAPAN,60050,19.41882,-102.0555
918,"URUAPAN 18, MCH",EMILIO CARRANZA,6,URUAPAN CENTRO,URUAPAN,60000,19.42121,-102.0645
919,"URUAPAN 19, MCH",GRAL. LAZARO CARDENAS,1701,LOS ANGELES,URUAPAN,60160,19.40232,-102.0551
920,"URUAPAN 2, MCH",BENITO JUAREZ,58,SAN FRANCISCO,URUAPAN,60050,19.42615,-102.0515
921,"URUAPAN 20, MCH",GRAN PARADA,16,LA MAGDALENA,URUAPAN,60080,19.41043,-102.058
922,"URUAPAN 21, MCH",LIRIO,88,PRIMERO DE MAYO,URUAPAN,60153,19.41027,-102.0386
923,"URUAPAN 22, MCH",ALEJANDRINA,287,CASA DEL NIÑO PONIENTE,URUAPAN,60094,19.40353,-102.0699
924,"URUAPAN 23, MCH",GABRIEL CERVERA,36,EJERCITO MEXICANO,URUAPAN,60154,19.41047,-102.0242
925,"URUAPAN 24, MCH",BENITO JUAREZ,61,URUAPAN CENTRO,URUAPAN,60000,19.41549,-102.0598
926,"URUAPAN 25, MCH",SAN FRANCISCO,1501,ROSA DE CASTILLA INFONAVIT,URUAPAN,60155,19.3928,-102.0219
927,"URUAPAN 26, MCH",FERROCARRIL,28,EL COLORIN NORTE,URUAPAN,60120,19.42201,-102.0399
928,"URUAPAN 27, MCH",CARAPAN URUAPAN,KM 72,LA QUINTA,URUAPAN,60030,19.43425,-102.0757
929,"URUAPAN 28, MCH",INDUSTRIAL,S/N,CALTZONTZIN,URUAPAN,60220,19.42417,-102.0108
930,"URUAPAN 29, MCH",DEL NIÑO,126,JICALAN,URUAPAN,60090,19.39196,-102.0698
931,"URUAPAN 3, MCH",FRANCISCO SARABIA,22,MORELOS,URUAPAN,60050,19.41825,-102.0535
932,"URUAPAN 30, MCH",JALISCO,206,RAMON FARIAS,URUAPAN,60050,19.42007,-102.0493
933,"URUAPAN 31, MCH",LAZARO CARDENAS,409-A,REVOLUCION,URUAPAN,60150,19.40812,-102.0488
934,"URUAPAN 32, MCH",BENITO JUAREZ,104,BELLAVISTA,URUAPAN,60050,19.42731,-102.0575
935,"URUAPAN 33, MCH",ANILLO DE CIRCUNVALACION,176,PROGRESO,URUAPAN,60090,19.40873,-102.067
936,"URUAPAN 4, MCH",16 DE SEPTIEMBRE,29,URUAPAN CENTRO,URUAPAN,60000,19.4225,-102.061
937,"URUAPAN 5, MCH",DEL NIÑO,22,CASA DEL NIÑO ORIENTE,URUAPAN,60090,19.40499,-102.0666
938,"URUAPAN 6, MCH",UNIVERSO,268,SOL NACIENTE,URUAPAN,60154,19.4054,-102.0259
939,"URUAPAN 7, MCH",INDEPENDENCIA,9,URUAPAN CENTRO,URUAPAN,60000,19.42219,-102.0644
940,"URUAPAN 8, MCH",ALVARO OBREGON,92,URUAPAN CENTRO,URUAPAN,60000,19.41864,-102.056
941,"URUAPAN 9, MCH",PARAGUAY,599,LOS ANGELES,URUAPAN,60170,19.39713,-102.0515
942,VALLE DE CHALCO 10,CUAUHTEMOC,LT 1MZ 1288,MARIA ISABEL,VALLE DE CHALCO SOLIDARIDAD,56615,19.29622,-98.94958
943,VALLE DE CHALCO 2,NORTE VEINTE,MZ 529,SAN ISIDRO,VALLE DE CHALCO,56617,19.2953,-98.93018
944,VALLE DE CHALCO 4,CUAUHTEMOC,MZ 85,SAN MIGUEL XICO I SECC.,VALLE DE CHALCO SOLIDARIDAD,56613,19.26964,-98.95349
945,VERACRUZ 12,PROFA ALICIA MORENO,384,BUENAVISTA INFONAVIT,VERACRUZ,91850,19.20208,-96.16868
946,VERACRUZ 13,ZARAGOZA,94,VERACRUZ CENTRO,VERACRUZ,91700,19.20032,-96.13718
947,VERACRUZ 2,SALVADOR DIAZ MIRON,4265,DEL MAESTRO,VERACRUZ,91920,19.15847,-96.13129
948,VERACRUZ 23,RIO MAGDALENA,521,RIO MEDIO,VERACRUZ,91809,19.20997,-96.19552
949,VERACRUZ 24,LUCIERNAGA,2-D,FRACC. GEOVILLAS RINCON DE LOS PINOS,VERACRUZ,91808,19.21652,-96.22514
950,VERACRUZ 25,URSULO GALVAN,656,CENTRO,VERACRUZ,91700,19.18676,-96.13667
951,VERACRUZ 26,M. ARISTA,861,CENTRO,VERACRUZ,91700,19.19756,-96.13846
952,VERACRUZ 28,INDEPENDENCIA,1638,CENTRO,VERACRUZ,91700,19.19645,-96.13588
953,VERACRUZ 29,RIO IGUAZU,505,BOSQUES DE RIO MEDIO,VERACRUZ,91809,19.18632,-96.2124
954,VERACRUZ 30,HACIENDA REAL,LOTE 41,FRACCIONAMIENTO COSTA DORADA,VERACRUZ,91808,19.20862,-96.21644
955,VERACRUZ 31,PASEO FLORESTA ORIENTE,LT 1 MZ 48,FLORESTA 80,VERACRUZ,91948,19.14955,-96.134
956,VERACRUZ 32,IZOTE,612,TARIMOYA III,VERACRUZ,91855,19.19954,-96.18744
957,VERACRUZ 33,PAPANTLA,2032,CHAPULTEPEC,VERACRUZ,91740,19.17253,-96.14622
958,VERACRUZ 34,LEONARDO PASQUEL,230,LAS BRISAS,VERACRUZ,91809,19.20329,-96.17875
959,VERACRUZ 35,MADRE SELVA,LOTE 19MANZANA 34,DORA MARIA TREVIÑO,VERACRUZ,91727,19.16792,-96.17011
960,VERACRUZ 36,JUAN SOTO,413,CENTRO,VERACRUZ,91700,19.19109,-96.13985
961,VERACRUZ 37,5 DE MAYO,1825,CENTRO,VERACRUZ,91700,19.19405,-96.13622
962,VERACRUZ 6,VICTOR SANCHEZ,1725,RIO MEDIO,VERACRUZ,91890,19.20446,-96.19476
963,VERACRUZ 7,SALVADOR DIAZ MIRON,361,CENTRO,VERACRUZ,91700,19.19087,-96.1354
964,VERTIZ 1,DR. JOSE MARIA VERTIZ,1274,VERTIZ NARVARTE,CIUDAD DE MEXICO,03600,19.37543,-99.15387
965,VERTIZ 2,DOCTOR JOSE MARIA VERTIZ,1137,VERTIZ NARVARTE,CIUDAD DE MEXICO,03600,19.3801,-99.15332
966,VILLA COYOACAN,MIGUEL ANGEL DE QUEVEDO,646,VILLA COYOACAN,CIUDAD DE MEXICO,04000,19.34485,-99.16456
967,VILLA JUAREZ SLP,MIGUEL HIDALGO,S/N,CENTRO,VILLA JUAREZ,79460,22.32477,-100.2666
968,XALAPA 1,ATENAS VERACRUZANAS,507,REVOLUCION,XALAPA,91100,19.56984,-96.91822
969,XALAPA 10,EUROPA,220,FRACCIONAMIENTO INGENIOCENTRAL DE ABASTOS,XALAPA,91193,19.51335,-96.85947
970,XALAPA 11,MEXICO,8,LA LAGUNILLA,XALAPA,91119,19.56796,-96.92825
971,XALAPA 12,EBANO,S/N,VERACRUZ,XALAPA,91018,19.56157,-96.94807
972,XALAPA 13,RAFAEL MURILLO VIDAL,13,ZONA CENTRO,XALAPA,91000,19.52747,-96.91569
973,XALAPA 2,REVOLUCION,91,CENTRO,XALAPA,91000,19.53054,-96.92364
974,XALAPA 3,20 DE NOVIEMBRE OTE.,374,CENTRO,XALAPA,91000,19.52779,-96.91125
975,XALAPA 4,ENRIQUEZ,13,CENTRO,XALAPA,91000,19.52748,-96.9221
976,XALAPA 5,ANTIGUO A NAOLINCO,1024,MARGARITA MAZA DE JUAREZ,XALAPA,91157,19.55614,-96.90506
977,XALAPA 6,ANTIGUO A NAOLINCO,4 LT 13,ARBOLEDAS DEL TRONCONAL,XALAPA,91152,19.56598,-96.90127
978,XALAPA 7,ANTONIO CHEDRAUI CARAM,1139,LOMAS DE CASA BLANCA,XALAPA,91164,19.54132,-96.89616
979,XALAPA 8,CAÑON DEL COLORADO,23,LOMAS DE CASA BLANCA,XALAPA,91164,19.54973,-96.89494
980,XALAPA 9,PRINCIPAL,S/N,LAS TRANCAS,LAS TRANCAS,91194,19.50686,-96.86532
981,XILITLA,CORREGIDORA,105,CENTRO,XILITLA,79900,21.38531,-98.99073
982,XILITLA 2,C. JARDIN HIDALGO,S/N,XILITLA,XILITLA,79900,21.38505,-98.98994
983,XOCHIMILCO 1,AHUEHUETES,10,EL ROSARIO,CIUDAD DE MEXICO,16070,19.26475,-99.10309
984,XOCHIMILCO 2,A NATIVITAS,374,BARRIO XALTOCAN,CIUDAD DE MEXICO,16090,19.25242,-99.10151
985,XOCHIMILCO 4,FRANCISCO I. MADERO,12,BARRIO EL ROSARIO,CIUDAD DE MEXICO,16070,19.26191,-99.10516
986,XOCHIMILCO 5,COMERCIO,75,PUEBLO SANTA CRUZ XOCHITEPEC,CIUDAD DE MEXICO,16100,19.25696,-99.13097
987,XOCHIMILCO 6,VIOLETA,47,BARRIO SANTA CRUCITA,CIUDAD DE MEXICO,16070,19.2616,-99.10131
988,XOCHIMILCO 7,GUADALUPE I. RAMIREZ,582,TIERRA NUEVA,CIUDAD DE MEXICO,16050,19.26764,-99.12354
989,ZACOALCO DE TORRES,TORRES,70,CENTRO,ZACOALCO DE TORRES,45750,20.22976,-103.5712
990,ZAPATA,EMILIANO ZAPATA,59,CENTRO,CIUDAD DE MEXICO,06060,19.43291,-99.12619
991,"ZAPOTILTIC 2, JALISCO",REFORMA,61,CENTRO,ZAPOTILTIC,49600,19.62753,-103.4167
992,ZARAGOZA 1,IGNACIO ZARAGOZA,795,PUEBLA,CIUDAD DE MEXICO,15020,19.4092,-99.07875
993,ZARAGOZA 2,IGNACIO ZARAGOZA,750,AVIACION CIVIL,CIUDAD DE MEXICO,15740,19.41154,-99.08083
994,ZARAGOZA 4,IGNACIO ZARAGOZA,224,SANTA CRUZ AVIACION,CIUDAD DE MEXICO,15540,19.42205,-99.09936
995,"ZINAPECUARO 1, MCH",MIGUEL HIDALGO,42,ZINAPECUARO FIGUEROA CENTRO,ZINAPECUARO,58930,19.86024,-100.8282
996,"ZINAPECUARO 2, MCH",RAMON LOPEZ LARA,S/N,ZINAPECUARO DE FIGUEROA CENTRO,ZINAPECUARO,58930,19.8601,-100.8299
997,"ARIO DE ROSALES, MCH",GUERRERO,36,ARIO DE ROSALES,ARIO,61830,19.20633,-101.7092
998,"CHERAN, MCH",CONSTITUCION,10,BARRIO PRIMERO,CHERAN,60270,19.68779,-101.9555
999,"JIQUILPAN 2, MCH",PROFESOR FAJARDO SUR,10,JIQUILPAN DE JUAREZ CENTRO,JIQUILPAN,59510,19.99151,-102.7184
1000,"JIQUILPAN, MCH",ARTEAGA,114,JIQUILPAN DE JUAREZ CENTRO,JIQUILPAN,59510,19.99021,-102.7194
1001,"LOS REYES 2, MCH",LAZARO CARDENAS,S/N,JARDIN,LOS REYES,60350,19.59448,-102.4764
1002,"LOS REYES 3, MCH",16 DE SEPTIEMBRE,S/N,LOS REYES DE SALGADO CENTRO,LOS REYES,60300,19.5904,-102.4742
1003,"LOS REYES 4, MCH",EMILIANO ZAPATA,108,CENTRO,LOS REYES,60300,19.58524,-102.4749
1004,"LOS REYES 5, MCH",CLEMENTE DE JESUS MUNGUIA,39,CENTRO,LOS REYES DE SALGADO,60300,19.59359,-102.4718
1005,"LOS REYES, MCH",IGNACIO ALLENDE,63 SUR,LOS REYES DE SALGADO CENTRO,LOS REYES,60300,19.58813,-102.4736
1006,"MORELIA 108, MCH",PASEO DE LA REPUBLICA,5441,TABIQUEROS,MORELIA,58195,19.69308,-101.2405
1007,"MORELIA 15, MCH",TRATADO LIBRE COMERCIO (FELIX IRETA),81,SOLIDARIDAD,MORELIA,58116,19.72997,-101.2062
1008,"MORELIA 16, MCH",FRANCISCO I MADERO PTE,8278,SAN PASCUAL,MORELIA,58337,19.69552,-101.2671
1009,"MORELIA 17, MCH",MANANTIAL MINTZITA,306,LOS MANANTIALES DE MORELIA,MORELIA,58188,19.69906,-101.2377
1010,"PATZCUARO 1, MCH",RAMOS,19,PATZCUARO CENTRO,PATZCUARO,61600,19.51621,-101.6109
1011,"PATZCUARO 2, MCH",IGNACIO ZARAGOZA,2540,JUVENTINO ROSAS,PATZCUARO,61605,19.50799,-101.6137
1012,"PATZCUARO 3, MCH",CODALLOS,12,PATZCUARO CENTRO,PATZCUARO,61600,19.51521,-101.6114
1013,"PATZCUARO 5, MCH",GUILLERMO PEREZ VARGAS,S/N,LAZARO CARDENAS,PATZCUARO,61604,19.49892,-101.6039
1014,"PATZCUARO 6, MCH",PADRE LLOREDA,32,PATZCUARO CENTRO,PATZCUARO,61600,19.51612,-101.6073
1015,"PATZCUARO 7, MCH",ALVARO OBREGON,5,PATZCUARO CENTRO,PATZCUARO,61600,19.51702,-101.6089
1016,"PERIBAN, MCH",CUAUHTEMOC,1,PERIBAN DE RAMOS,PERIBAN,60440,19.51973,-102.4155
1017,"PUREPERO, MCH",PORTAL MORELOS,15,PUREPERO DE ECHAIZ,PUREPERO,58760,19.91035,-102.0077
1018,"TACAMBARO 1, MCH",REVOLUCION,86,TACAMBARO DE CODALLOS CENTRO,TACAMBARO,61650,19.23538,-101.4572
1019,"TACAMBARO 2, MCH",PORTAL DR. MIGUEL SILVA,6,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23533,-101.4585
1020,"TACAMBARO 3, MCH",MADERO ORIENTE,263,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.2366,-101.456
1021,"TACAMBARO 4, MCH",IGNACIO ZARAGOZA,280,TACAMBARO DE CODALLOS CENTRO,TACAMBARO DE CODALLOS,61650,19.23532,-101.4618
1022,"URUAPAN 1, MCH",NICOLAS BRAVO,3,URUAPAN CENTRO,URUAPAN,60000,19.41863,-102.0632
1023,"URUAPAN 10, MCH",QUIRINDAVARA,5,QUIRINDAVARA,URUAPAN,60190,19.37709,-102.044
1024,"URUAPAN 11, MCH",LA FUENTE,69,EL COLORIN,URUAPAN,60120,19.41643,-102.0395
1025,"URUAPAN 12, MCH",GRAL. LAZARO CARDENAS,1440,HUERTAS DEL CUPATITZIO,URUAPAN,60080,19.40533,-102.0546
1026,"URUAPAN 13, MCH",PORTAL SANTOS DEGOLLADO,7,URUAPAN CENTRO,URUAPAN,60000,19.42068,-102.0617
1027,"URUAPAN 14, MCH",LA FUENTE,2500,LA PERLA,URUAPAN,60133,19.41654,-102.0331
1028,"URUAPAN 15, MCH",PAROTA,2,NATALIO VAZQUEZ PALLAREZ,URUAPAN,60154,19.40935,-102.0193
1029,"URUAPAN 16, MCH",CONSTITUCION,130,SAN MIGUEL,URUAPAN,60040,19.42607,-102.0599
1030,"URUAPAN 17, MCH",FRANCISCO SARABIA,1,RAMON FARIAS,URUAPAN,60050,19.41882,-102.0555
1031,"URUAPAN 18, MCH",EMILIO CARRANZA,6,URUAPAN CENTRO,URUAPAN,60000,19.42121,-102.0645
1032,"URUAPAN 19, MCH",GRAL. LAZARO CARDENAS,1701,LOS ANGELES,URUAPAN,60160,19.40232,-102.0551
1033,"URUAPAN 2, MCH",BENITO JUAREZ,58,SAN FRANCISCO,URUAPAN,60050,19.42615,-102.0515
1034,"URUAPAN 20, MCH",GRAN PARADA,16,LA MAGDALENA,URUAPAN,60080,19.41043,-102.058
1035,"URUAPAN 21, MCH",LIRIO,88,PRIMERO DE MAYO,URUAPAN,60153,19.41027,-102.0386
1036,"URUAPAN 22, MCH",ALEJANDRINA,287,CASA DEL NIÑO PONIENTE,URUAPAN,60094,19.40353,-102.0699
1037,"URUAPAN 23, MCH",GABRIEL CERVERA,36,EJERCITO MEXICANO,URUAPAN,60154,19.41047,-102.0242
1038,"URUAPAN 24, MCH",BENITO JUAREZ,61,URUAPAN CENTRO,URUAPAN,60000,19.41549,-102.0598
1039,"URUAPAN 25, MCH",SAN FRANCISCO,1501,ROSA DE CASTILLA INFONAVIT,URUAPAN,60155,19.3928,-102.0219
1040,"URUAPAN 26, MCH",FERROCARRIL,28,EL COLORIN NORTE,URUAPAN,60120,19.42201,-102.0399
1041,"URUAPAN 27, MCH",CARAPAN URUAPAN,KM 72,LA QUINTA,URUAPAN,60030,19.43425,-102.0757
1042,"URUAPAN 28, MCH",INDUSTRIAL,S/N,CALTZONTZIN,URUAPAN,60220,19.42417,-102.0108
1043,"URUAPAN 29, MCH",DEL NIÑO,126,JICALAN,URUAPAN,60090,19.39196,-102.0698
1044,"URUAPAN 3, MCH",FRANCISCO SARABIA,22,MORELOS,URUAPAN,60050,19.41825,-102.0535
1045,"URUAPAN 30, MCH",JALISCO,206,RAMON FARIAS,URUAPAN,60050,19.42007,-102.0493
1046,"URUAPAN 31, MCH",LAZARO CARDENAS,409-A,REVOLUCION,URUAPAN,60150,19.40812,-102.0488
1047,"URUAPAN 32, MCH",BENITO JUAREZ,104,BELLAVISTA,URUAPAN,60050,19.42731,-102.0575
1048,"URUAPAN 33, MCH",ANILLO DE CIRCUNVALACION,176,PROGRESO,URUAPAN,60090,19.40873,-102.067
1049,"URUAPAN 4, MCH",16 DE SEPTIEMBRE,29,URUAPAN CENTRO,URUAPAN,60000,19.4225,-102.061
1050,"URUAPAN 5, MCH",DEL NIÑO,22,CASA DEL NIÑO ORIENTE,URUAPAN,60090,19.40499,-102.0666
1051,"URUAPAN 6, MCH",UNIVERSO,268,SOL NACIENTE,URUAPAN,60154,19.4054,-102.0259
1052,"URUAPAN 7, MCH",INDEPENDENCIA,9,URUAPAN CENTRO,URUAPAN,60000,19.42219,-102.0644
1053,"URUAPAN 8, MCH",ALVARO OBREGON,92,URUAPAN CENTRO,URUAPAN,60000,19.41864,-102.056
1054,"URUAPAN 9, MCH",PARAGUAY,599,LOS ANGELES,URUAPAN,60170,19.39713,-102.0515
1055,"ZAMORA, MICHO",5 DE MAYO,176,ZAMORA DE HIDALGO CENTRO,ZAMORA,59600,19.98461,-102.2818
1056,"ZINAPECUARO 1, MCH",MIGUEL HIDALGO,42,ZINAPECUARO FIGUEROA CENTRO,ZINAPECUARO,58930,19.86024,-100.8282
1057,"ZINAPECUARO 2, MCH",RAMON LOPEZ LARA,S/N,ZINAPECUARO DE FIGUEROA CENTRO,ZINAPECUARO,58930,19.8601,-100.8299
